timestamp,temperature_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (m/s),wind_speed_100m (m/s),shortwave_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²)
1643248800,6.4,91,1022.8,2.44,3.00,0.0,0.0,0.0
1643252400,6.4,88,1022.6,2.19,4.79,0.0,0.0,0.0
1643256000,7.3,84,1022.7,2.33,5.69,0.0,0.0,0.0
1643259600,7.2,85,1023.1,2.50,5.81,0.0,0.0,0.0
1643263200,7.4,86,1023.5,2.48,5.75,0.0,0.0,0.0
1643266800,8.4,84,1024.1,2.06,4.75,78.0,56.3,142.6
1643270400,9.7,84,1024.0,2.86,5.52,196.0,121.0,248.6
1643274000,11.0,80,1024.3,4.13,6.22,326.5,164.4,389.0
1643277600,12.1,69,1024.4,5.56,7.76,418.8,175.7,496.8
1643281200,12.6,63,1023.9,5.16,7.17,442.3,155.6,557.0
1643284800,12.1,68,1023.5,2.25,2.84,451.3,123.0,668.4
1643288400,12.0,67,1022.8,2.42,3.20,351.9,134.4,518.0
1643292000,11.7,69,1022.7,2.30,3.22,243.2,101.9,461.1
1643295600,11.1,73,1022.7,1.77,3.45,112.9,53.1,379.4
1643299200,8.9,83,1022.6,1.93,4.52,0.0,0.0,0.0
1643302800,7.5,87,1022.7,2.64,5.02,0.0,0.0,0.0
1643306400,7.8,86,1022.5,2.62,3.97,0.0,0.0,0.0
1643310000,5.6,93,1022.5,3.14,4.19,0.0,0.0,0.0
1643313600,7.3,89,1022.7,2.28,5.87,0.0,0.0,0.0
1643317200,7.7,87,1022.8,3.27,6.45,0.0,0.0,0.0
1643320800,7.3,88,1022.9,3.35,6.26,0.0,0.0,0.0
1643324400,7.0,88,1022.9,2.98,5.69,0.0,0.0,0.0
1643328000,5.9,88,1022.3,1.92,3.45,0.0,0.0,0.0
1643331600,4.3,91,1021.9,1.75,3.71,0.0,0.0,0.0
1643335200,3.8,92,1021.5,2.15,4.52,0.0,0.0,0.0
1643338800,4.3,91,1021.0,2.06,4.73,0.0,0.0,0.0
1643342400,4.1,91,1020.9,1.97,4.34,0.0,0.0,0.0
1643346000,4.0,90,1021.1,2.06,4.40,0.0,0.0,0.0
1643349600,3.2,90,1021.3,1.84,3.75,0.0,0.0,0.0
1643353200,5.0,85,1021.1,1.48,2.60,95.1,47.6,307.4
1643356800,8.0,76,1021.4,1.40,2.90,251.9,84.0,551.1
1643360400,10.7,68,1021.7,1.00,2.02,388.3,98.8,688.9
1643364000,12.1,60,1021.4,2.33,2.97,480.8,102.8,766.4
1643367600,12.5,57,1021.0,5.40,7.30,517.6,96.6,811.5
1643371200,12.9,62,1020.1,4.44,6.09,407.9,146.3,528.2
1643374800,12.5,61,1019.4,4.56,6.38,240.6,170.2,166.1
1643378400,12.6,64,1018.9,4.19,5.85,210.2,102.2,348.1
1643382000,12.0,68,1018.8,3.47,5.58,120.6,48.8,444.4
1643385600,10.6,74,1018.7,3.83,6.90,0.0,0.0,0.0
1643389200,9.9,77,1018.6,4.05,7.22,0.0,0.0,0.0
1643392800,9.9,76,1018.7,5.30,8.77,0.0,0.0,0.0
1643396400,9.5,80,1018.6,5.09,8.42,0.0,0.0,0.0
1643400000,9.0,83,1018.4,5.01,8.25,0.0,0.0,0.0
1643403600,8.5,87,1018.5,4.89,8.11,0.0,0.0,0.0
1643407200,9.0,84,1018.4,6.44,10.07,0.0,0.0,0.0
1643410800,9.5,70,1019.0,6.58,10.33,0.0,0.0,0.0
1643414400,9.5,62,1019.5,6.90,10.98,0.0,0.0,0.0
1643418000,9.9,48,1019.0,6.67,10.47,0.0,0.0,0.0
1643421600,9.6,47,1018.7,7.12,11.07,0.0,0.0,0.0
1643425200,9.4,48,1018.6,7.73,11.66,0.0,0.0,0.0
1643428800,9.4,46,1018.7,7.72,11.89,0.0,0.0,0.0
1643432400,9.2,42,1019.2,7.72,11.77,0.0,0.0,0.0
1643436000,9.0,45,1019.9,8.10,12.28,0.0,0.0,0.0
1643439600,9.1,45,1020.6,8.04,12.15,90.6,47.5,273.7
1643443200,9.6,45,1020.9,8.95,13.00,232.9,92.9,454.5
1643446800,9.7,44,1021.3,9.49,13.35,370.7,110.2,614.8
1643450400,9.7,46,1021.5,9.26,12.88,464.6,121.0,691.4
1643454000,9.7,47,1021.1,8.91,12.28,491.2,111.9,725.6
1643457600,9.6,43,1020.6,9.37,13.14,469.1,122.1,694.8
1643461200,9.5,43,1020.5,9.09,12.74,411.1,97.1,733.3
1643464800,9.5,42,1020.6,8.81,12.42,287.0,78.0,664.5
1643468400,9.3,45,1020.5,8.40,12.20,139.2,45.7,564.8
1643472000,8.8,49,1020.6,7.91,12.01,0.0,0.0,0.0
1643475600,8.7,46,1021.1,7.50,11.40,0.0,0.0,0.0
1643479200,8.7,44,1021.2,6.90,10.72,0.0,0.0,0.0
1643482800,8.6,44,1021.3,6.31,9.83,0.0,0.0,0.0
1643486400,8.5,45,1021.2,5.81,9.33,0.0,0.0,0.0
1643490000,8.4,46,1021.3,5.50,8.92,0.0,0.0,0.0
1643493600,8.3,48,1021.2,5.20,8.51,0.0,0.0,0.0
1643497200,8.2,50,1021.1,5.20,8.60,0.0,0.0,0.0
1643500800,8.4,55,1020.1,4.93,8.26,0.0,0.0,0.0
1643504400,8.1,56,1020.0,4.22,7.36,0.0,0.0,0.0
1643508000,7.8,56,1019.5,3.62,6.70,0.0,0.0,0.0
1643511600,7.4,60,1018.9,2.91,6.14,0.0,0.0,0.0
1643515200,7.5,60,1018.7,2.69,5.94,0.0,0.0,0.0
1643518800,7.5,61,1018.9,3.07,6.38,0.0,0.0,0.0
1643522400,6.5,70,1018.9,2.47,5.59,0.0,0.0,0.0
1643526000,6.9,76,1018.8,3.89,7.17,98.8,51.6,294.0
1643529600,9.1,73,1019.0,4.35,8.46,251.9,82.2,544.8
1643533200,11.3,63,1019.0,5.09,7.16,392.2,94.0,697.5
1643536800,12.3,58,1018.7,5.15,6.99,488.0,97.4,779.8
1643540400,12.6,56,1018.1,4.16,5.50,523.8,101.7,801.0
1643544000,13.2,53,1016.3,2.34,3.04,504.1,92.1,818.2
1643547600,13.2,50,1015.5,2.42,2.98,424.3,86.1,781.9
1643551200,12.4,52,1015.1,2.09,2.67,295.9,73.1,699.4
1643554800,11.3,56,1015.1,2.42,4.04,141.6,46.0,563.6
1643558400,8.5,66,1015.1,2.01,2.77,0.0,0.0,0.0
1643562000,8.1,64,1015.5,1.71,2.33,0.0,0.0,0.0
1643565600,5.3,76,1015.9,2.24,2.66,0.0,0.0,0.0
1643569200,5.7,69,1016.2,1.90,3.56,0.0,0.0,0.0
1643572800,4.2,73,1016.1,2.00,3.69,0.0,0.0,0.0
1643576400,4.1,71,1016.4,1.90,3.89,0.0,0.0,0.0
1643580000,4.3,69,1016.4,1.91,4.03,0.0,0.0,0.0
1643583600,4.8,69,1016.4,2.16,4.83,0.0,0.0,0.0
1643587200,3.8,81,1016.3,2.88,4.90,0.0,0.0,0.0
1643590800,5.0,80,1016.2,2.24,5.16,0.0,0.0,0.0
1643594400,6.3,81,1016.0,2.94,5.73,0.0,0.0,0.0
1643598000,6.2,84,1015.6,3.57,6.66,0.0,0.0,0.0
1643601600,6.0,83,1015.2,2.75,5.64,0.0,0.0,0.0
1643605200,4.2,87,1015.0,2.18,4.14,0.0,0.0,0.0
1643608800,3.0,88,1014.6,2.53,2.86,0.0,0.0,0.0
1643612400,6.3,83,1014.6,0.90,1.61,105.3,50.5,334.0
1643616000,9.4,80,1014.2,1.24,0.32,262.9,83.3,570.3
1643619600,12.0,71,1013.6,1.63,2.20,404.4,93.9,720.0
1643623200,12.9,61,1012.7,3.20,4.11,498.6,97.4,794.5
1643626800,13.5,55,1011.0,3.47,4.55,528.8,110.9,787.1
1643630400,14.0,48,1008.9,5.10,6.87,481.0,134.8,681.8
1643634000,13.5,48,1007.4,5.10,7.24,358.6,186.2,394.8
1643637600,12.8,53,1006.3,5.22,7.54,240.1,145.7,292.3
1643641200,12.1,60,1005.2,4.84,7.71,98.3,83.7,83.7
1643644800,11.1,64,1004.3,4.68,8.15,0.0,0.0,0.0
1643648400,10.7,71,1003.6,4.90,8.66,0.0,0.0,0.0
1643652000,11.0,77,1002.3,5.69,9.65,0.0,0.0,0.0
1643655600,11.4,77,1001.5,5.90,10.06,0.0,0.0,0.0
1643659200,10.8,81,1000.5,5.20,9.33,0.0,0.0,0.0
1643662800,10.2,82,999.6,5.11,8.80,0.0,0.0,0.0
1643666400,10.0,88,998.2,4.77,8.32,0.0,0.0,0.0
1643670000,9.8,91,996.8,3.63,6.61,0.0,0.0,0.0
1643673600,9.4,95,996.1,1.21,3.57,0.0,0.0,0.0
1643677200,9.1,96,995.3,1.75,2.67,0.0,0.0,0.0
1643680800,9.2,94,994.3,1.99,4.53,0.0,0.0,0.0
1643684400,9.7,87,993.8,3.54,6.16,0.0,0.0,0.0
1643688000,9.2,89,993.6,5.11,8.21,0.0,0.0,0.0
1643691600,8.8,90,993.5,4.55,7.50,0.0,0.0,0.0
1643695200,8.4,91,993.8,3.77,6.54,0.0,0.0,0.0
1643698800,8.9,91,994.1,3.31,5.95,37.2,37.2,0.0
1643702400,9.8,88,994.8,4.14,6.48,102.5,94.7,24.5
1643706000,9.7,89,995.8,7.22,10.57,156.8,149.9,15.8
1643709600,8.7,87,997.0,8.24,12.34,83.4,83.4,0.0
1643713200,8.1,83,997.3,8.44,12.47,71.2,71.2,0.0
1643716800,8.4,80,997.9,9.87,14.69,144.5,142.6,3.8
1643720400,9.4,73,997.9,9.65,14.02,190.0,169.8,45.8
1643724000,9.3,66,998.4,9.49,14.10,101.3,101.3,0.0
1643727600,9.3,61,999.1,9.39,13.88,69.0,65.5,19.6
1643731200,9.8,54,999.9,10.06,14.90,0.9,0.9,0.0
1643734800,10.2,51,1000.7,10.22,15.12,0.0,0.0,0.0
1643738400,10.1,49,1001.5,9.84,14.55,0.0,0.0,0.0
1643742000,10.2,49,1002.4,9.66,14.24,0.0,0.0,0.0
1643745600,10.0,48,1003.0,9.05,13.54,0.0,0.0,0.0
1643749200,9.6,50,1003.6,8.61,12.98,0.0,0.0,0.0
1643752800,9.3,50,1004.1,8.30,12.64,0.0,0.0,0.0
1643756400,9.4,49,1004.3,7.65,11.73,0.0,0.0,0.0
1643760000,9.7,52,1003.5,7.58,11.49,0.0,0.0,0.0
1643763600,9.6,54,1003.8,8.01,12.04,0.0,0.0,0.0
1643767200,9.2,57,1003.6,8.44,12.71,0.0,0.0,0.0
1643770800,8.8,60,1003.9,8.39,12.56,0.0,0.0,0.0
1643774400,8.2,64,1004.0,8.15,12.30,0.0,0.0,0.0
1643778000,8.4,54,1004.0,8.25,12.67,0.0,0.0,0.0
1643781600,8.9,53,1004.4,8.47,12.87,0.0,0.0,0.0
1643785200,9.6,57,1004.6,8.54,12.84,81.1,52.7,166.4
1643788800,10.0,57,1004.8,8.76,12.81,273.1,82.8,590.6
1643792400,11.1,55,1005.1,9.65,13.83,413.9,93.8,729.3
1643796000,11.6,53,1005.4,9.73,13.66,506.8,99.4,793.8
1643799600,12.0,51,1004.9,9.64,13.57,543.1,98.6,823.6
1643803200,12.6,48,1003.9,10.41,14.65,514.3,102.9,796.6
1643806800,12.7,47,1004.1,9.83,13.99,412.4,110.2,678.5
1643810400,12.2,48,1004.5,10.04,14.50,255.4,89.6,500.4
1643814000,12.0,53,1004.7,9.44,14.09,119.9,52.6,370.5
1643817600,11.8,53,1005.4,8.38,12.84,3.7,2.1,18.4
1643821200,11.5,57,1006.3,8.20,12.76,0.0,0.0,0.0
1643824800,11.1,58,1007.6,7.54,11.77,0.0,0.0,0.0
1643828400,10.9,58,1008.0,8.00,12.34,0.0,0.0,0.0
1643832000,11.5,48,1008.5,7.81,12.02,0.0,0.0,0.0
1643835600,11.4,50,1009.0,7.54,11.81,0.0,0.0,0.0
1643839200,11.3,45,1009.6,8.29,12.88,0.0,0.0,0.0
1643842800,11.6,42,1010.3,8.85,13.44,0.0,0.0,0.0
1643846400,11.0,44,1010.4,9.91,15.00,0.0,0.0,0.0
1643850000,11.1,43,1010.5,10.25,15.65,0.0,0.0,0.0
1643853600,10.6,46,1011.1,11.14,16.74,0.0,0.0,0.0
1643857200,10.2,47,1011.8,10.73,16.22,0.0,0.0,0.0
1643860800,9.9,47,1012.2,10.64,15.93,0.0,0.0,0.0
1643864400,9.5,49,1013.4,9.92,15.02,0.0,0.0,0.0
1643868000,9.4,48,1014.6,9.51,14.40,0.0,0.0,0.0
1643871600,9.7,51,1015.8,9.43,14.14,113.4,53.7,343.1
1643875200,10.1,50,1016.5,10.24,14.75,258.1,91.6,510.9
1643878800,10.4,48,1017.4,10.76,15.26,403.3,109.7,662.7
1643882400,10.5,45,1018.1,11.10,15.63,516.2,103.7,797.4
1643886000,10.7,43,1018.1,10.41,14.64,555.3,100.7,835.7
1643889600,11.4,47,1018.5,9.31,13.01,531.9,96.1,836.7
1643893200,11.0,48,1018.5,9.40,13.21,449.5,86.4,807.3
1643896800,10.8,47,1018.7,9.10,12.91,319.4,72.0,737.3
1643900400,10.3,47,1019.0,7.80,11.40,159.5,48.7,596.3
1643904000,9.6,50,1019.4,7.00,10.80,7.3,3.4,45.0
1643907600,9.3,51,1019.8,6.50,10.20,0.0,0.0,0.0
1643911200,9.3,49,1019.8,5.64,9.01,0.0,0.0,0.0
1643914800,9.0,51,1020.3,4.60,7.84,0.0,0.0,0.0
1643918400,8.5,53,1020.3,3.70,6.86,0.0,0.0,0.0
1643922000,8.1,58,1020.6,3.06,6.20,0.0,0.0,0.0
1643925600,7.2,67,1020.7,2.15,5.35,0.0,0.0,0.0
1643929200,6.2,75,1020.7,1.89,4.75,0.0,0.0,0.0
1643932800,7.6,68,1020.6,2.22,5.21,0.0,0.0,0.0
1643936400,5.5,78,1020.5,2.72,4.00,0.0,0.0,0.0
1643940000,5.9,76,1020.5,2.05,2.71,0.0,0.0,0.0
1643943600,6.3,74,1020.4,1.32,1.70,0.0,0.0,0.0
1643947200,4.7,79,1020.2,0.50,0.89,0.0,0.0,0.0
1643950800,3.6,80,1020.1,1.39,1.93,0.0,0.0,0.0
1643954400,4.6,76,1020.1,2.34,3.55,0.0,0.0,0.0
1643958000,6.1,71,1020.3,2.32,3.98,82.1,74.3,44.0
1643961600,8.6,65,1020.2,2.53,4.20,196.9,154.4,128.8
1643965200,10.5,57,1020.4,2.67,4.18,321.8,210.0,250.2
1643968800,12.0,51,1020.1,3.40,4.49,496.8,125.0,712.7
1643972400,13.2,47,1019.1,3.59,4.64,550.2,98.6,823.5
1643976000,14.1,47,1017.9,3.54,4.60,529.2,89.3,837.3
1643979600,14.1,49,1017.5,3.93,5.30,448.0,85.6,798.0
1643983200,13.5,54,1017.3,3.95,5.57,319.9,72.1,729.2
1643986800,12.5,62,1017.0,3.22,5.43,160.5,49.7,583.2
1643990400,10.4,71,1016.8,2.40,5.60,9.7,4.7,57.1
1643994000,9.1,77,1016.8,2.73,6.48,0.0,0.0,0.0
1643997600,8.6,81,1016.8,3.28,7.16,0.0,0.0,0.0
1644001200,8.0,87,1016.8,3.09,6.96,0.0,0.0,0.0
1644004800,7.9,90,1016.4,3.14,7.12,0.0,0.0,0.0
1644008400,8.1,92,1015.8,3.20,7.25,0.0,0.0,0.0
1644012000,8.5,92,1015.7,3.26,7.52,0.0,0.0,0.0
1644015600,8.7,92,1015.4,3.35,7.74,0.0,0.0,0.0
1644019200,9.2,93,1015.1,3.76,7.98,0.0,0.0,0.0
1644022800,9.0,94,1014.9,3.32,7.43,0.0,0.0,0.0
1644026400,8.7,95,1014.7,2.70,6.50,0.0,0.0,0.0
1644030000,7.4,98,1014.7,1.87,5.30,0.0,0.0,0.0
1644033600,6.0,99,1014.5,2.25,4.22,0.0,0.0,0.0
1644037200,5.3,99,1014.7,2.20,2.86,0.0,0.0,0.0
1644040800,4.3,97,1014.7,2.18,2.28,0.0,0.0,0.0
1644044400,7.7,86,1015.1,1.04,2.33,94.1,63.4,169.7
1644048000,10.0,81,1015.6,0.40,1.79,211.8,118.1,280.8
1644051600,11.4,80,1015.5,0.22,1.24,343.2,180.1,361.3
1644055200,12.9,81,1015.5,0.86,1.26,475.2,167.7,584.8
1644058800,13.8,77,1014.9,1.72,2.08,509.5,168.8,616.3
1644062400,14.2,80,1014.8,1.25,1.20,513.8,121.4,740.6
1644066000,14.8,73,1014.7,1.30,1.53,338.8,145.5,421.5
1644069600,15.0,68,1014.7,1.50,1.60,285.6,102.9,531.1
1644073200,14.4,71,1015.1,0.76,0.89,132.1,78.6,276.0
1644076800,13.5,77,1015.6,0.92,0.32,7.8,7.1,7.9
1644080400,12.8,83,1015.9,0.81,1.70,0.0,0.0,0.0
1644084000,10.4,92,1016.4,1.98,4.25,0.0,0.0,0.0
1644087600,11.3,87,1016.9,2.91,5.53,0.0,0.0,0.0
1644091200,10.4,89,1017.3,2.51,5.16,0.0,0.0,0.0
1644094800,10.5,86,1017.8,2.92,5.84,0.0,0.0,0.0
1644098400,10.8,84,1018.1,3.22,6.17,0.0,0.0,0.0
1644102000,10.7,84,1018.5,3.75,6.94,0.0,0.0,0.0
1644105600,10.6,86,1019.1,4.32,8.12,0.0,0.0,0.0
1644109200,10.6,91,1019.1,2.87,5.41,0.0,0.0,0.0
1644112800,9.7,93,1019.0,2.33,4.80,0.0,0.0,0.0
1644116400,9.4,94,1019.0,2.70,5.59,0.0,0.0,0.0
1644120000,9.8,93,1019.0,3.19,6.29,0.0,0.0,0.0
1644123600,10.0,92,1019.4,2.95,6.02,0.0,0.0,0.0
1644127200,9.7,92,1019.7,2.42,5.36,0.0,0.0,0.0
1644130800,10.9,90,1020.2,2.19,4.32,109.6,60.4,265.7
1644134400,12.7,83,1020.5,2.14,3.50,271.3,92.1,530.8
1644138000,13.5,73,1020.9,2.61,3.32,414.6,103.6,682.8
1644141600,13.9,69,1020.9,2.80,3.50,513.5,108.9,762.9
1644145200,14.1,66,1020.5,3.00,3.80,556.2,101.7,815.7
1644148800,13.9,63,1020.3,3.41,4.31,539.2,95.2,830.9
1644152400,13.7,63,1019.9,2.82,3.51,456.0,91.2,787.8
1644156000,13.4,65,1019.6,1.91,2.30,333.0,74.1,742.9
1644159600,12.8,68,1019.1,1.12,1.46,169.5,51.0,597.8
1644163200,10.5,80,1018.8,1.41,1.55,14.9,7.1,90.2
1644166800,11.1,76,1019.1,1.02,1.36,0.0,0.0,0.0
1644170400,10.7,77,1019.3,0.20,0.40,0.0,0.0,0.0
1644174000,6.9,89,1018.9,1.41,1.26,0.0,0.0,0.0
1644177600,5.9,93,1018.9,1.94,3.31,0.0,0.0,0.0
1644181200,6.6,91,1018.4,2.22,5.26,0.0,0.0,0.0
1644184800,7.1,92,1017.6,2.55,6.17,0.0,0.0,0.0
1644188400,8.1,93,1016.5,3.47,7.59,0.0,0.0,0.0
1644192000,10.2,92,1015.8,4.66,9.13,0.0,0.0,0.0
1644195600,10.4,93,1015.1,4.49,8.38,0.0,0.0,0.0
1644199200,10.3,94,1013.8,3.73,7.56,0.0,0.0,0.0
1644202800,9.8,93,1013.7,3.64,7.30,0.0,0.0,0.0
1644206400,10.1,90,1012.0,4.75,9.09,0.0,0.0,0.0
1644210000,9.6,91,1011.1,3.68,7.75,0.0,0.0,0.0
1644213600,9.5,91,1010.2,3.98,8.02,0.0,0.0,0.0
1644217200,10.4,89,1009.6,3.79,7.24,119.0,61.3,305.5
1644220800,12.5,84,1009.3,3.26,7.08,284.6,88.1,575.3
1644224400,14.3,70,1009.1,5.23,7.57,417.6,117.2,653.5
1644228000,15.2,62,1008.8,6.29,8.84,519.7,107.8,770.3
1644231600,15.6,57,1007.0,6.68,9.32,538.9,130.1,727.6
1644235200,15.6,52,1006.9,7.32,10.43,422.7,140.9,523.0
1644238800,14.5,57,1006.1,6.64,9.94,130.0,118.9,23.7
1644242400,14.3,62,1005.7,5.24,8.14,98.1,59.7,108.8
